"exp","subj","task","Conservative","Liberal","cshift"
"Exp. 3","LNDP","Strategic",0.606140165847295,-0.154910067921947,0.761050233769241
"Exp. 3","LNDP","FPF",0.213092391436046,-0.0699158598267425,0.283008251262789
"Exp. 3","LTZX","Strategic",0.055849487491144,-0.352423054254863,0.408272541746007
"Exp. 3","LTZX","FPF",0.484186312829983,-0.142420605739435,0.626606918569418
"Exp. 3","LZPK","Strategic",0.187712304187155,-0.134067927195818,0.321780231382973
"Exp. 3","LZPK","FPF",0.0600545894246685,-0.394287359563945,0.454341948988613
"Exp. 3","MDBT","Strategic",0.226664740818893,-0.161384473004265,0.388049213823157
"Exp. 3","MDBT","FPF",0.104635247990609,0.267246970727871,-0.162611722737262
"Exp. 3","MHKL","Strategic",0.0172589939993329,0.0475292629800905,-0.0302702689807577
"Exp. 3","MHKL","FPF",-0.028546078605781,0.0779478068744514,-0.106493885480232
"Exp. 3","MHVX","Strategic",0.271903543223497,-0.358020682268905,0.629924225492402
"Exp. 3","MHVX","FPF",0.26093657362278,-0.441390717404647,0.702327291027427
"Exp. 3","MXGP","Strategic",0.456121820058328,-0.298952380523198,0.755074200581526
"Exp. 3","MXGP","FPF",0.13318132659639,-0.279599159139513,0.412780485735903
"Exp. 3","NDRL","Strategic",0.261455169083162,0.381588272707223,-0.120133103624061
"Exp. 3","NDRL","FPF",0.488658474729981,0.0143237289503241,0.474334745779657
"Exp. 3","NPKB","Strategic",0.196651346403819,0,0.196651346403819
"Exp. 3","NPKB","FPF",0.804477304668945,0.369843958900137,0.434633345768808
"Exp. 3","NSVX","Strategic",0.212598368483294,-0.349668003725287,0.562266372208581
"Exp. 3","NSVX","FPF",0.443242697340753,0.0565572414634341,0.386685455877319
"Exp. 3","NVPY","Strategic",0.161220465027038,0.324595033547837,-0.163374568520799
"Exp. 3","NVPY","FPF",0.387981873597485,0.116437808191656,0.271544065405829
"Exp. 3","NVQM","Strategic",0.497423203628881,0.354567487166773,0.142855716462108
"Exp. 3","NVQM","FPF",0.709707624688278,0.366566862209056,0.343140762479223
"Exp. 3","NXZB","Strategic",0.567420499687341,-0.191228043726446,0.758648543413788
"Exp. 3","NXZB","FPF",0.0991707097502008,0.205197215451034,-0.106026505700833
"Exp. 3","NYXL","Strategic",-0.363946150684466,-0.570658861264281,0.206712710579815
"Exp. 3","NYXL","FPF",0.198139057759471,0.118958976940933,0.0791800808185387
"Exp. 3","PHYS","Strategic",0.225215229526968,-0.154205455320498,0.379420684847466
"Exp. 3","PHYS","FPF",0.165208172851379,0.309594306758279,-0.1443861339069
"Exp. 3","PNCX","Strategic",0.885319448459035,0.729845608985072,0.155473839473963
"Exp. 3","PNCX","FPF",1.0127125993353,0.229541763605819,0.783170835729482
"Exp. 3","PYTC","Strategic",0.920301860273527,0.161220465027038,0.759081395246489
"Exp. 3","PYTC","FPF",0.52797173075968,0.101337680798843,0.426634049960837
"Exp. 3","PZWH","Strategic",0.483443167112578,0.298810939730121,0.184632227382457
"Exp. 3","PZWH","FPF",0.513034286834392,0.289383521371654,0.223650765462738
"Exp. 3","QDCW","Strategic",0.618049828968327,0.243923734818226,0.374126094150102
"Exp. 3","QDCW","FPF",0.422019764878949,-0.358851455590686,0.780871220469635
"Exp. 3","QDCZ","Strategic",0.499425652153899,0.462780400551838,0.0366452516020612
"Exp. 3","QDCZ","FPF",0.387503339169007,0.415771623679004,-0.0282682845099964
"Exp. 3","QHVN","Strategic",0.424483346993515,-0.298952380523198,0.723435727516713
"Exp. 3","QHVN","FPF",0.159833233709486,-0.426813611145443,0.586646844854929
"Exp. 3","QKGD","Strategic",0.444133088376509,1.03653864143947,-0.592405553062962
"Exp. 3","QKGD","FPF",1.03021553557262,-0.211093022735093,1.24130855830771
"Exp. 3","QTGM","Strategic",0.436126210374405,0.221331668414164,0.214794541960241
"Exp. 3","QTGM","FPF",0.0699158598267425,-0.140468391590673,0.210384251417415
"Exp. 3","QZKF","Strategic",0.0711909013449295,-0.254216207600078,0.325407108945007
"Exp. 3","QZKF","FPF",0.299947068074422,0.120468182032107,0.179478886042315
"Exp. 3","RBWH","Strategic",0.488506741083113,-0.389338705618663,0.877845446701775
"Exp. 3","RBWH","FPF",0.0667063277724627,-0.307870332629891,0.374576660402354
"Exp. 3","RLBQ","Strategic",-0.157325548616063,0.670504654735274,-0.827830203351336
"Exp. 3","RLBQ","FPF",0.467166199671572,-0.748854846730717,1.21602104640229
"Exp. 3","RTDV","Strategic",0.852092701885415,-0.60364452640158,1.455737228287
"Exp. 3","RTDV","FPF",0.134791910982431,-0.177217407045763,0.312009318028194
"Exp. 3","RYHQ","Strategic",0.204897927619728,0.0628476794816388,0.142050248138089
"Exp. 3","RYHQ","FPF",-0.233444006225509,-0.143424624560411,-0.0900193816650975
"Exp. 3","RZLY","Strategic",0.54151678130706,0.404787574506096,0.136729206800964
"Exp. 3","RZLY","FPF",0.441390717404647,0.237465028161288,0.203925689243359
"Exp. 3","SDXY","Strategic",0.628872115440792,0.27989052422462,0.348981591216172
"Exp. 3","SDXY","FPF",0.377578862526225,0.30277430575008,0.0748045567761446
"Exp. 3","SGXY","Strategic",0.0296908103858228,-0.37103203421867,0.400722844604493
"Exp. 3","SGXY","FPF",0.331424632134051,-0.387503339169007,0.718927971303058
"Exp. 3","SKGV","Strategic",0.0565572414634341,-0.0592055096509593,0.115762751114393
"Exp. 3","SKGV","FPF",0.111110726160557,-0.44645662240004,0.557567348560598
"Exp. 3","SLPW","Strategic",0.374053881587962,0.366417680478072,0.00763620110988983
"Exp. 3","SLPW","FPF",0.856758694563869,-0.168190843381218,1.02494953794509
"Exp. 3","SVNC","Strategic",-0.467166199671572,-0.420454888125623,-0.0467113115459497
"Exp. 3","SVNC","FPF",-0.265348202030664,-0.697620059296624,0.43227185726596
"Exp. 3","SVNG","Strategic",0.611521320059353,0.139831719653485,0.471689600405868
"Exp. 3","SVNG","FPF",0.514872514630027,-0.620238654296763,1.13511116892679
"Exp. 3","SVZQ","Strategic",0.804933221569332,0.0149049428766273,0.790028278692704
"Exp. 3","SVZQ","FPF",0.197466982586422,-0.274905745347368,0.472372727933789
"Exp. 3","SWKN","Strategic",0.58164424660494,0.583439591302995,-0.00179534469805454
"Exp. 3","SWKN","FPF",0.527739622764918,0.143424624560411,0.384314998204506
"Exp. 3","SXWH","Strategic",0.387981873597485,-0.201498238754894,0.589480112352379
"Exp. 3","SXWH","FPF",0.0976883383016046,-0.254644549224164,0.352332887525769
"Exp. 3","THKY","Strategic",0,-0.398048205863845,0.398048205863845
"Exp. 3","THKY","FPF",0.129414689815125,-0.682519931903811,0.811934621718936
"Exp. 3","TKQB","Strategic",0.303568648115005,0.0979806259085418,0.205588022206463
"Exp. 3","TKQB","FPF",0.553105242088686,0.335587026956733,0.217518215131953
"Exp. 3","TQCL","Strategic",0.190456251288454,0.598650362118596,-0.408194110830142
"Exp. 3","TQCL","FPF",0.331424632134051,0.217705283839004,0.113719348295047
"Exp. 3","TXYK","Strategic",0.0571245290093311,-0.0144416763312738,0.0715662053406049
"Exp. 3","TXYK","FPF",0.977671153214854,0.175395109684948,0.802276043529906
"Exp. 3","VFTX","Strategic",0.0442131517895119,-0.156348597748958,0.20056174953847
"Exp. 3","VFTX","FPF",-0.275657789314067,-0.195755307303248,-0.0799024820108193
"Exp. 3","VFZY","Strategic",0.267246970727871,-0.247784049476671,0.515031020204542
"Exp. 3","VFZY","FPF",0.354567487166773,-0.0177234178151581,0.372290904981931
"Exp. 3","VLDM","Strategic",0.60376883466681,-0.155545487104801,0.75931432177161
"Exp. 3","VLDM","FPF",0.342791301259248,-0.034982411814491,0.377773713073739
"Exp. 3","VQZX","Strategic",0.513034286834392,-0.070405304468603,0.583439591302995
"Exp. 3","VQZX","FPF",0.335740011715764,-0.0667063277724627,0.402446339488227
"Exp. 3","VXLQ","Strategic",-0.0153184165015483,-0.431551679523413,0.416233263021865
"Exp. 3","VXLQ","FPF",0.0682952926244908,-0.43811968034159,0.50641497296608
"Exp. 3","VXQF","Strategic",0.450300855032316,0.369689082136112,0.0806117728962034
"Exp. 3","VXQF","FPF",0.964112950959784,0.31911720732678,0.644995743633004
"Exp. 3","VZFR","Strategic",0.0418388508104606,-0.552973972211173,0.594812823021633
"Exp. 3","VZFR","FPF",-0.021364030493383,-0.773177771914131,0.751813741420748
"Exp. 3","WNHG","Strategic",0.181618533230972,0.225156397810541,-0.0435378645795692
"Exp. 3","WNHG","FPF",-0.0742806592785923,0.0202334779759829,-0.0945141372545752
"Exp. 3","WQBF","Strategic",0.473845237873486,0.516486549488384,-0.0426413116148976
"Exp. 3","WQBF","FPF",0.623791428216765,-0.443969741414705,1.06776116963147
"Exp. 3","WQHX","Strategic",0.372565895243719,0.471303490020902,-0.0987375947771831
"Exp. 3","WQHX","FPF",0.265824151889022,-0.0720532588567358,0.337877410745758
"Exp. 3","WVDQ","Strategic",0.324839047693567,-0.138630778293917,0.463469825987484
"Exp. 3","WVDQ","FPF",0.0711909013449295,0.237938761814987,-0.166747860470057
"Exp. 3","XBQK","Strategic",0.422557804366127,-0.0908772481845744,0.513435052550702
"Exp. 3","XBQK","FPF",0.581182251104968,0.172381797068015,0.408800454036953
"Exp. 3","XLVP","Strategic",0.173802405434074,-0.273083447986553,0.446885853420626
"Exp. 3","XLVP","FPF",0.113112396826551,-0.056182954813146,0.169295351639697
"Exp. 3","XVGB","Strategic",-0.045980419869823,0.198218889417814,-0.244199309287637
"Exp. 3","XVGB","FPF",0.583439591302995,0.185391385439149,0.398048205863845
"Exp. 3","YHSR","Strategic",0.636825292527362,-0.028546078605781,0.665371371133143
"Exp. 3","YHSR","FPF",0.358020682268905,-0.537412096235711,0.895432778504615
"Exp. 3","YKQN","Strategic",0.802645368112285,0.223141299210964,0.579504068901321
"Exp. 3","YKQN","FPF",0.345366319210401,0.296012376009469,0.0493539432009316
"Exp. 3","YTLW","Strategic",0.351696900744163,0.0172589939993329,0.33443790674483
"Exp. 3","YTLW","FPF",0.0667063277724627,-0.0164698196299534,0.0831761474024161
"Exp. 3","YTML","Strategic",0.666302443275415,-0.115404053134442,0.781706496409857
"Exp. 3","YTML","FPF",0.4011119738495,0.555739130962517,-0.154627157113017
"Exp. 3","YZKH","Strategic",0.485288878081623,-0.310234725664926,0.795523603746549
"Exp. 3","YZKH","FPF",0.31911720732678,-0.556990513350158,0.876107720676937
"Exp. 3","ZCNG","Strategic",0.755932141593776,0.207362496689576,0.5485696449042
"Exp. 3","ZCNG","FPF",0.609541374832702,0.611417324385839,-0.00187594955313719
"Exp. 3","ZCVF","Strategic",0.405655871542507,-0.0140106366806835,0.41966650822319
"Exp. 3","ZCVF","FPF",0.485164607748519,0.193351860008893,0.291812747739626
"Exp. 3","ZNKC","Strategic",0.903916197701256,0.256747826129304,0.647168371571951
"Exp. 3","ZNKC","FPF",0.649699990101178,0.23576567567842,0.413934314422758
"Exp. 3","ZRNG","Strategic",0.103397100965471,-0.145822597028802,0.249219697994273
"Exp. 3","ZRNG","FPF",0.179285487673295,0.368495479176295,-0.189209991503001
"Exp. 3","ZVPW","Strategic",0.56554090018953,-0.182676987666797,0.748217887856327
"Exp. 3","ZVPW","FPF",0.786812434070787,0.637537037993817,0.14927539607697
"Exp. 3","ZWQY","Strategic",0.46063706199724,0.0172589939993329,0.443378067997907
"Exp. 3","ZWQY","FPF",0.14970185112489,-0.0210856586909351,0.170787509815825
"Exp. 3","ZXST","Strategic",0,-0.254644549224164,0.254644549224164
"Exp. 3","ZXST","FPF",0.667614989027184,0.057564861196259,0.610050127830925
"Exp. 3","wvkq","Strategic",0.0729785570711098,0.315130015170115,-0.242151458099005
"Exp. 3","wvkq","FPF",0.404320435162493,0.0140106366806834,0.390309798481809
